a,b,c,f
0.041076758,-0.508931055,-1.140504988,-0.000150264
0.001980755,-0.177475635,-1.129303477,-4.10E-05
-0.017130114,-0.061881514,-1.119495326,0.000109283
-0.009439321,-0.033126417,-5.489054206,0.000177585
0,0,0,0
0.927184519,1.100029287,-1.113375476,1.100001966
1.093977739,1.099974645,-0.606725704,1.099988305
1.107638117,1.100001966,-0.210451789,1.099960985
1.102638419,1.099974645,-0.073342571,1.100042947
1.101149438,1.075440606,-0.024629662,1.099974645
1.070577511,0.542726831,-0.003715623,1.099947324
1.499171881,0.290474285,-0.009575925,1.299006357
0.205042279,-1.099974645,-1.094114343,0.258249453
0.150455407,-1.099988305,-1.115424533,0.089980912
0.041595852,-1.099974645,-1.115643099,0.031391549
0.001557283,-1.100015626,-1.113252533,0.010969284
9.56E-05,-1.100001966,-1.113553061,0.003852227
-0.002622793,-1.099988305,-0.950653049,0.001325057
0.001407019,-1.690376197,-0.570580343,0.000683019
-0.02129653,-1.100056607,-1.097843626,-1.37E-05
0.022867473,-1.66341061,-1.425911272,-0.000122943
-0.217582506,1.100056607,1.023012074,-0.258208471
-0.141220991,1.100001966,1.087079248,-0.089953591
-0.034492455,1.100029287,1.086710418,-0.031377889
-0.001584604,1.100001966,1.085098493,-0.010969284
-1.37E-05,1.100015626,1.085371701,-0.003811246
-0.000696679,1.100029287,1.085590267,-0.001325057
-0.00035517,1.099960985,1.085672229,-0.000464453
-0.000163925,1.100015626,1.085754191,-0.000136604
-9.56E-05,1.100015626,1.085863474,-6.83E-05
-0.000109283,1.099974645,1.086095701,-1.37E-05
-0.004876755,1.025990036,1.087680305,0
-0.022635247,0.454849618,1.094756381,2.73E-05
0.006625283,0.158596993,1.089579097,1.37E-05
0.017389662,0.084830949,4.012941043,-0.000177585
-0.958753654,-1.099933664,1.09583555,-1.100534721
-1.088622871,-1.099974645,1.085084833,-1.100206872
-1.103649287,-1.099974645,1.083869059,-1.100261513
-1.097816305,-1.100001966,1.085644908,-1.100206872
-1.096354645,-1.100001966,1.085317059,-1.100193211
-1.096463928,-1.100001966,1.084675021,-1.100206872
-1.096395626,-1.100015626,1.084292531,-1.100179551
-1.096300003,-1.100001966,1.084046644,-1.100220532
-1.096218041,-1.100015626,1.083636833,-1.100220532
-1.08895072,-0.986224675,1.080740832,-1.100234192
-1.064143473,-0.409688407,1.072148454,-1.100261513
-1.08534438,-0.142832916,0.759954168,-1.100316155
-1.104619174,-0.0498194,0.271240472,-1.10016589
-7.169854477,-0.026651398,0.141029746,-6.939144348
-0.880165497,-1.100029287,1.092119928,-1.100411777
-1.06947102,-1.100001966,1.082489361,-1.100261513
-1.107187325,-1.100001966,1.076588077,-1.100206872
-1.100070268,-1.099988305,0.615550308,-1.100275173
-0.989243618,-1.100001966,0.213702959,-0.80480119
-0.502333093,-1.696482386,0.110143631,-0.442254749
-0.038399324,-1.099988305,-1.090958795,1.37E-05
0.022717209,-1.099988305,-1.119003552,-9.56E-05
0.037156229,-0.730925864,-1.134125591,-0.000122943
0.008783623,-0.255763264,-1.129631326,-2.73E-05
-0.016228529,-0.08918861,-1.119741213,6.83E-05
-0.012772454,-0.047743022,-5.291866644,0.000218566
0,0,0,0
0.927280142,1.100015626,-1.113361816,1.100029287
1.093991399,1.100001966,-0.606739364,1.100015626
1.107610797,1.100001966,-0.21050643,1.099947324
1.102638419,1.099947324,-0.073315251,1.099988305
1.10121774,1.075467926,-0.024656983,1.099988305
1.070591171,0.542713171,-0.003701963,1.100029287
1.498953315,0.290474285,-0.009575925,1.298979037
0.205055939,-1.099974645,-1.094141664,0.25816749
0.150414426,-1.100015626,-1.115438193,0.090008233
0.041595852,-1.099988305,-1.11567042,0.03140521
0.001598264,-1.100029287,-1.113170571,0.010941963
8.20E-05,-1.100029287,-1.113566722,0.003797585
-0.002636453,-1.100015626,-0.950639389,0.001366038
0.001475321,-1.690266914,-0.570607664,0.000751321
-0.021378492,-1.100042947,-1.097829966,-4.10E-05
0.022935775,-1.66342427,-1.425965914,-8.20E-05
-0.217500544,1.100001966,1.023066715,-0.258249453
-0.141302954,1.100015626,1.087079248,-0.089980912
-0.034533436,1.100015626,1.086710418,-0.031377889
-0.001529962,1.100029287,1.085084833,-0.010969284
-6.83E-05,1.100029287,1.085399021,-0.003811246
-0.00071034,1.099988305,1.085603927,-0.001352377
-0.000327849,1.100001966,1.085644908,-0.000423472
-0.000122943,1.100001966,1.085781512,-0.000150264
-0.000150264,1.099988305,1.085904455,-8.20E-05
-0.000109283,1.100001966,1.086095701,-1.37E-05
-0.004822114,1.026017357,1.087680305,-1.37E-05
-0.022662568,0.454849618,1.094824682,4.10E-05
0.006666265,0.158596993,1.089606418,0
0.01732136,0.084830949,4.012722477,-0.000163925
-0.958671692,-1.099933664,1.095944833,-1.100562041
-1.089060003,-1.099974645,1.085139474,-1.100220532
-1.103485362,-1.099988305,1.083746116,-1.100179551
-1.097802645,-1.099988305,1.085631248,-1.10015223
-1.096422947,-1.100015626,1.085371701,-1.100193211
-1.096463928,-1.099974645,1.084606719,-1.100193211
-1.096422947,-1.099974645,1.084306191,-1.100220532
-1.096286343,-1.100015626,1.084019323,-1.100247853
-1.09617706,-1.100015626,1.083623172,-1.100234192
-1.096095098,-1.099988305,1.083308983,-1.100220532
-1.095972154,-1.100042947,1.082899172,-1.100220532
-1.082735248,-0.887063988,1.077899474,-1.100261513
-1.06658868,-0.332657533,1.071656681,-1.100275173
-1.089360531,-0.115976612,0.913059688,-1.100247853
-1.105684683,-0.04043472,0.358421007,-1.100234192
-1.106162796,-0.014111171,0.122246726,-1.100261513
-5.486048922,-0.007540529,0.064463325,-5.254259623
-0.866204591,-1.099988305,1.091819399,-1.100452758
-1.064867473,-1.100015626,1.082147851,-1.100247853
-1.107597136,-1.100015626,1.079456757,-1.100206872
-1.099537513,-1.100015626,0.898552366,-1.100179551
-0.906188518,-1.100015626,0.345361685,-0.656572425
-0.365415121,-1.860447907,0.178787032,-0.351918667
-0.038208078,-1.099988305,-1.090658267,4.10E-05
0.021911247,-1.095576003,-1.119358722,-6.83E-05
0.040161512,-0.618828799,-1.137472384,-0.000150264
0.00542317,-0.215765676,-1.129563025,0
-0.016925209,-0.075214043,-1.119604609,4.10E-05
-0.011160529,-0.040298116,-5.370277216,0.000245887
0,0,0,0
