a,b,c
-0.805782653276994,-0.485476930554072,0.2
-0.805782653276994,-0.485476930554072,0.2
-0.67603638420853,-0.682785185971239,0.2
-0.67603638420853,-0.682785185971239,0.2
-0.82603638420853,-0.482785185971239,0.2
-0.82603638420853,-0.482785185971239,0.2
-0.52603638420853,-0.482785185971239,0.2
-0.52603638420853,-0.482785185971239,0.2
-0.699861136849482,-0.690855922754298,0.2
-0.699861136849482,-0.690855922754298,0.2
-0.849861136849482,-0.490855922754298,0.2
-0.849861136849482,-0.490855922754298,0.2
-0.699861136849482,-0.490855922754298,0.2
-0.699861136849482,-0.490855922754298,0.2
-0.680004417612236,-0.69022421405445,0.2
-0.680004417612236,-0.69022421405445,0.2
-0.530004417612236,-0.49022421405445,0.2
-0.530004417612236,-0.49022421405445,0.2
-0.830004417612236,-0.49022421405445,0.2
-0.830004417612236,-0.49022421405445,0.2
-0.679271962930105,-0.688032927623622,0.2
-0.679271962930105,-0.688032927623622,0.2
-0.529271962930105,-0.488032927623622,0.2
-0.529271962930105,-0.488032927623622,0.2
-0.679271962930105,-0.488032927623622,0.2
-0.679271962930105,-0.488032927623622,0.2
-0.696405581009703,-0.693832528146854,0.2
-0.696405581009703,-0.693832528146854,0.2
-0.696405581009703,-0.493832528146854,0.2
-0.696405581009703,-0.493832528146854,0.2
-0.846405581009703,-0.493832528146854,0.2
-0.846405581009703,-0.493832528146854,0.2
-0.665155342123559,-0.670578866394929,0.2
-0.665155342123559,-0.670578866394929,0.2
-0.665155342123559,-0.470578866394929,0.2
-0.665155342123559,-0.470578866394929,0.2
-0.515155342123559,-0.470578866394929,0.2
-0.515155342123559,-0.470578866394929,0.2
-0.825955296543065,-0.461839260142357,0.2
-0.825955296543065,-0.461839260142357,0.2
-0.675955296543065,-0.661839260142357,0.2
-0.675955296543065,-0.661839260142357,0.2
-0.525955296543065,-0.461839260142357,0.2
-0.525955296543065,-0.461839260142357,0.2
-0.818886830274858,-0.471484758317299,0.2
-0.818886830274858,-0.471484758317299,0.2
-0.668886830274858,-0.671484758317299,0.2
-0.668886830274858,-0.671484758317299,0.2
-0.668886830274858,-0.471484758317299,0.2
-0.668886830274858,-0.471484758317299,0.2
-0.847637906787504,-0.493827158540131,0.2
-0.847637906787504,-0.493827158540131,0.2
-0.547637906787504,-0.493827158540131,0.2
-0.547637906787504,-0.493827158540131,0.2
-0.697637906787504,-0.693827158540131,0.2
-0.697637906787504,-0.693827158540131,0.2
-0.816987244361989,-0.474950257338764,0.2
-0.816987244361989,-0.474950257338764,0.2
